ZIP Code,housing_units,median_gross_rent,median_ownership_cost,median_home_value
94599,2035,1531.0,884.0,758600.0
94601,16967,1437.0,689.0,581800.0
94602,12698,1684.0,806.0,919900.0
94603,10675,1672.0,641.0,447000.0
94605,17765,1619.0,674.0,695000.0
94606,17235,1525.0,706.0,643100.0
94607,13139,1508.0,969.0,640800.0
94608,16851,2340.0,766.0,691300.0
94609,11063,1931.0,852.0,937000.0
94610,17029,1965.0,1033.0,1125700.0
94612,10535,1543.0,1501.0,848500.0
94618,7870,2414.0,1225.0,1440300.0
94619,10133,1929.0,823.0,790500.0
94621,10519,1358.0,571.0,445600.0
94702,7907,1669.0,914.0,958700.0
94703,8924,1936.0,849.0,1061200.0
94704,9233,1885.0,570.0,787300.0
94705,6343,1949.0,1056.0,1420900.0
94706,8265,2121.0,999.0,964500.0
94709,5686,1794.0,1115.0,1001900.0
94710,3728,2160.0,1003.0,898500.0
94801,10798,1537.0,611.0,475100.0
94803,9928,1888.0,769.0,614700.0
94804,16137,1475.0,612.0,526600.0
94805,5888,1891.0,622.0,613400.0
94806,21307,1854.0,552.0,479200.0
94901,16658,2035.0,987.0,1136000.0
94903,12850,2433.0,931.0,940800.0
94904,5892,2330.0,941.0,1635600.0
94920,5517,3252.0,1501.0,2000001.0
94924,943,1396.0,709.0,1119300.0
94925,4104,2792.0,1044.0,1372500.0
94928,17801,1927.0,712.0,546100.0
94929,451,3501.0,1501.0,1265000.0
94930,4080,2106.0,914.0,927100.0
94931,3699,1568.0,903.0,663100.0
94933,541,2952.0,820.0,879500.0
94937,898,1480.0,940.0,1007400.0
94938,317,3501.0,891.0,933600.0
94939,3735,2852.0,1261.0,1697200.0
94941,13728,2693.0,1440.0,1582800.0
94945,7316,1920.0,898.0,909300.0
94946,316,1898.0,1501.0,1736600.0
94947,9579,2166.0,831.0,851100.0
94949,7546,2316.0,1100.0,829100.0
94951,1596,1482.0,863.0,955000.0
94952,14295,1953.0,728.0,866200.0
94954,14166,2225.0,746.0,661700.0
94956,934,1953.0,1011.0,1299500.0
94957,766,3199.0,1501.0,2000001.0
94960,6395,2306.0,1057.0,1308500.0
94965,6463,2443.0,1313.0,1173700.0
94970,808,2065.0,713.0,1593800.0
94973,708,1878.0,537.0,957400.0
95002,601,2300.0,582.0,659100.0
95003,11868,2183.0,945.0,935600.0
95004,1428,1686.0,660.0,780500.0
95005,3100,2011.0,709.0,804800.0
95006,3945,2158.0,745.0,646300.0
95008,20569,2409.0,799.0,1230900.0
95010,4806,2047.0,812.0,760500.0
95012,2668,1465.0,409.0,486000.0
95014,22936,3404.0,1116.0,2000001.0
95017,315,1683.0,588.0,908100.0
95018,2860,2209.0,583.0,657200.0
95019,2024,1144.0,537.0,471700.0
95020,20596,2124.0,769.0,815900.0
95023,17227,1707.0,726.0,609800.0
95030,5947,2548.0,1501.0,2000001.0
95032,10758,2758.0,979.0,1726700.0
95035,24773,2760.0,802.0,995200.0
95037,17473,2019.0,857.0,954600.0
95039,488,1442.0,517.0,227500.0
95043,363,1214.0,650.0,875000.0
95045,1455,1798.0,714.0,726500.0
95046,1953,1934.0,759.0,1092500.0
95050,15846,2228.0,797.0,1140200.0
95051,24030,2773.0,683.0,1253100.0
95054,9161,2990.0,1065.0,1195700.0
95060,20792,2107.0,771.0,971100.0
95062,16571,2017.0,709.0,840100.0
95064,576,1392.0,800.0,451300.0
95065,3049,2074.0,813.0,931400.0
95066,6547,2190.0,1090.0,920600.0
95070,11981,3345.0,1501.0,2000001.0
95073,4531,2139.0,679.0,842800.0
95110,7568,2367.0,825.0,739600.0
95111,16284,1776.0,855.0,661700.0
95112,22407,1936.0,730.0,823900.0
95113,1441,2587.0,1501.0,872000.0
95116,14147,1849.0,704.0,687900.0
95117,11353,2200.0,767.0,1141000.0
95118,11832,2275.0,782.0,1111900.0
95119,3435,2480.0,712.0,950700.0
95120,12916,3501.0,1136.0,1546400.0
95121,10021,2513.0,871.0,838900.0
95122,12528,2134.0,666.0,674500.0
95123,24798,2703.0,760.0,889800.0
95124,18068,2806.0,900.0,1259000.0
95125,22002,2193.0,894.0,1300600.0
95126,15952,2244.0,799.0,1011900.0
95127,16867,2255.0,774.0,806400.0
95128,14910,2143.0,610.0,1054000.0
95129,14961,2518.0,885.0,1641700.0
95130,4735,1969.0,846.0,1409500.0
95131,10036,2808.0,824.0,976300.0
95132,12487,2798.0,825.0,1072200.0
95133,9002,1846.0,818.0,869200.0
95134,14651,3057.0,1119.0,379800.0
95135,7842,3204.0,1383.0,1158400.0
95136,16514,2500.0,856.0,897500.0
95138,5764,2678.0,1235.0,1129600.0
95139,2154,3146.0,945.0,904600.0
95148,12385,3097.0,1021.0,998600.0
95202,3999,721.0,638.0,265400.0
95203,5893,991.0,495.0,268100.0
95204,12091,1156.0,520.0,286300.0
95205,11597,1132.0,405.0,225400.0
95206,18531,1286.0,426.0,291800.0
95207,19890,1274.0,567.0,318500.0
95209,13569,1614.0,612.0,367400.0
95210,12487,1245.0,531.0,259000.0
95212,7822,1970.0,716.0,401500.0
95215,7630,1087.0,506.0,303500.0
95220,2938,1187.0,694.0,642500.0
95222,3059,1296.0,654.0,399200.0
95227,332,876.0,1132.0,877000.0
95228,2514,1821.0,692.0,350500.0
95231,865,1379.0,481.0,341300.0
95236,1826,1435.0,585.0,501400.0
95237,1522,1199.0,666.0,372700.0
95240,17333,1241.0,550.0,352400.0
95242,10506,1656.0,601.0,440100.0
95245,1286,1075.0,637.0,383800.0
95247,2474,1685.0,864.0,357500.0
95249,2034,1195.0,527.0,332300.0
95252,5363,1667.0,708.0,360200.0
95255,1171,1154.0,526.0,231500.0
95257,287,1538.0,586.0,281900.0
95258,1588,1202.0,507.0,479900.0
95301,13226,1075.0,521.0,288800.0
95303,300,1067.0,1463.0,592600.0
95304,4709,2149.0,477.0,692400.0
95306,452,1139.0,343.0,283300.0
95307,13395,1316.0,631.0,313000.0
95310,898,699.0,661.0,379500.0
95311,1522,894.0,398.0,252400.0
95312,63,1100.0,281.0,215000.0
95315,3612,1138.0,456.0,273000.0
95316,2655,1157.0,609.0,375000.0
95317,282,964.0,558.0,425000.0
95319,597,891.0,594.0,194700.0
95320,4855,1416.0,656.0,448000.0
95321,3697,1145.0,662.0,330900.0
95322,3755,1102.0,450.0,354500.0
95323,461,856.0,582.0,451400.0
95324,2782,1298.0,514.0,313200.0
95326,3862,1237.0,574.0,366500.0
95327,3320,1021.0,618.0,271800.0
95328,1029,1110.0,505.0,306000.0
95329,1446,1339.0,493.0,284400.0
95330,7371,1868.0,709.0,431400.0
95333,851,944.0,476.0,274600.0
95334,4330,1152.0,394.0,246500.0
95336,16326,1593.0,583.0,398100.0
95337,13093,1690.0,678.0,466500.0
95338,5394,1059.0,454.0,320800.0
95340,13199,1065.0,540.0,300400.0
95341,9092,970.0,452.0,232400.0
95345,414,811.0,388.0,299500.0
95348,11786,1283.0,529.0,273400.0
95350,20221,1267.0,560.0,309800.0
95351,14094,1225.0,464.0,241800.0
95354,9412,1174.0,497.0,280500.0
95355,21682,1509.0,597.0,359200.0
95356,11644,1480.0,678.0,389900.0
95357,4379,1655.0,619.0,340300.0
95358,8821,1365.0,482.0,319900.0
95360,4384,1058.0,476.0,298300.0
95363,8569,1586.0,561.0,360300.0
95365,1277,845.0,376.0,183900.0
95366,6812,1514.0,729.0,522100.0
95367,7654,1287.0,618.0,344800.0
95368,4262,1732.0,558.0,349000.0
95370,13459,1164.0,681.0,342700.0
95374,704,1039.0,540.0,357300.0
95376,17265,1756.0,532.0,454200.0
95379,1842,642.0,629.0,319000.0
95382,13375,1449.0,649.0,374600.0
95383,3497,1452.0,763.0,364200.0
95386,3222,1317.0,620.0,323200.0
95388,4008,850.0,403.0,231700.0
95401,14170,1764.0,606.0,541300.0
95403,17124,1886.0,685.0,588800.0
95404,16488,1714.0,776.0,710100.0
95405,9714,2053.0,653.0,648800.0
95407,13125,1655.0,587.0,506600.0
95409,12649,2084.0,782.0,665600.0
95415,657,1174.0,491.0,542200.0
95421,1240,1172.0,525.0,571400.0
95422,8280,959.0,435.0,156400.0
95423,2361,1124.0,561.0,223600.0
95425,4711,1288.0,649.0,556700.0
95426,1155,1800.0,479.0,260400.0
95428,1325,839.0,410.0,301300.0
95432,397,1610.0,858.0,623900.0
95436,2927,1701.0,751.0,578800.0
95437,7597,1157.0,666.0,446400.0
95441,896,1225.0,1000.0,952800.0
95442,1471,1583.0,936.0,1177600.0
95445,1392,1534.0,596.0,585200.0
95446,3305,1338.0,691.0,506700.0
95448,8296,1963.0,824.0,919400.0
95449,671,1405.0,571.0,465000.0
95451,6141,1175.0,558.0,285000.0
95452,766,3049.0,741.0,915600.0
95453,5503,917.0,609.0,342500.0
95454,1205,597.0,351.0,371700.0
95456,710,740.0,606.0,410000.0
95457,1759,799.0,462.0,332800.0
95458,2073,1053.0,718.0,234500.0
95460,1511,1619.0,755.0,566400.0
95461,1483,1678.0,656.0,315900.0
95462,1044,1166.0,536.0,562500.0
95464,1378,1126.0,381.0,127500.0
95465,1039,1856.0,1120.0,957300.0
95466,411,1286.0,542.0,583300.0
95467,2473,1848.0,824.0,338300.0
95468,785,1109.0,843.0,494100.0
95470,2447,1317.0,577.0,495100.0
95472,12943,1690.0,804.0,890700.0
95476,16758,1930.0,874.0,767900.0
95482,12594,1220.0,665.0,402700.0
95485,1356,1088.0,536.0,299100.0
95490,6266,1072.0,563.0,337600.0
95492,10152,2076.0,821.0,652800.0
95497,1853,1602.0,909.0,943200.0
95501,11006,991.0,459.0,299400.0
95503,10486,1160.0,504.0,337600.0
95519,7929,1032.0,573.0,352700.0
95521,9509,1177.0,532.0,379000.0
95524,715,1199.0,627.0,484900.0
95525,833,1210.0,412.0,388200.0
95526,376,925.0,299.0,262100.0
95528,665,910.0,453.0,383900.0
95531,8799,1041.0,467.0,236100.0
95536,1354,1111.0,563.0,443500.0
95540,6088,1011.0,507.0,313500.0
95542,1435,1161.0,701.0,386700.0
95546,1174,580.0,296.0,257500.0
95547,531,1029.0,545.0,470800.0
95548,592,846.0,426.0,200500.0
95549,446,1221.0,729.0,536500.0
95551,723,991.0,608.0,391100.0
95552,577,368.0,300.0,246400.0
95555,221,788.0,611.0,325000.0
95556,368,500.0,789.0,337600.0
95562,1560,827.0,440.0,239000.0
95565,392,1133.0,371.0,284600.0
95567,991,614.0,514.0,254000.0
95570,1489,1449.0,645.0,446600.0
95573,1042,1469.0,326.0,314200.0
95585,286,645.0,500.0,356700.0
95589,1066,1004.0,752.0,405300.0
95602,8013,1399.0,885.0,511000.0
95603,12740,1302.0,716.0,474900.0
95605,5433,993.0,647.0,313500.0
95608,27360,1320.0,639.0,448700.0
95610,17948,1478.0,565.0,375700.0
95614,1891,1883.0,841.0,430400.0
95615,386,878.0,818.0,602300.0
95616,19535,1710.0,692.0,730800.0
95618,10327,1911.0,861.0,697900.0
95619,2729,1499.0,888.0,277300.0
95620,7695,1555.0,622.0,458600.0
95621,17231,1442.0,537.0,327900.0
95623,1738,1705.0,638.0,443500.0
95624,20729,1700.0,677.0,473300.0
95627,1445,1219.0,674.0,357900.0
95628,17312,1620.0,664.0,489000.0
95630,28132,1945.0,795.0,598100.0
95631,2770,579.0,697.0,409400.0
95633,1333,1786.0,435.0,341700.0
95634,2099,1665.0,361.0,323700.0
95640,4084,1085.0,584.0,345100.0
95642,3252,1243.0,627.0,348900.0
95648,21049,1927.0,768.0,514000.0
95650,5611,1570.0,766.0,682700.0
95651,272,1413.0,809.0,525400.0
95655,1600,1909.0,700.0,433100.0
95658,2520,1145.0,749.0,702600.0
95659,355,1221.0,663.0,435700.0
95660,11342,1346.0,437.0,256000.0
95661,13534,1733.0,671.0,550300.0
95662,13395,1593.0,577.0,408300.0
95663,1141,1393.0,810.0,713900.0
95664,475,1168.0,409.0,420700.0
95665,2248,1298.0,626.0,315400.0
95666,3822,875.0,586.0,288400.0
95667,15846,1271.0,700.0,434200.0
95669,1084,1182.0,633.0,459000.0
95670,22675,1414.0,618.0,375500.0
95672,2128,1682.0,734.0,573400.0
95673,5312,1412.0,513.0,340100.0
95674,322,950.0,633.0,456300.0
95677,10635,1830.0,733.0,506800.0
95678,17972,1782.0,555.0,426500.0
95681,408,1419.0,478.0,312700.0
95682,12299,1534.0,815.0,544400.0
95683,2608,2288.0,716.0,550800.0
95684,1569,1333.0,563.0,460700.0
95685,2522,1120.0,605.0,447400.0
95686,442,736.0,602.0,311000.0
95687,23645,1962.0,586.0,459300.0
95688,14655,1840.0,729.0,563300.0
95691,14365,1301.0,596.0,412100.0
95692,1763,1283.0,419.0,310900.0
95693,2594,1534.0,542.0,657600.0
95694,3528,1302.0,622.0,474000.0
95695,15162,1242.0,548.0,402800.0
95701,578,1667.0,824.0,460400.0
95703,969,1223.0,589.0,534900.0
95709,2815,1318.0,666.0,465300.0
95713,4114,1286.0,671.0,422400.0
95714,315,1219.0,610.0,343300.0
95722,2034,1788.0,745.0,547200.0
95726,4194,1028.0,669.0,341300.0
95742,4131,2538.0,691.0,472200.0
95746,8196,2063.0,1012.0,852900.0
95747,26839,1867.0,779.0,537300.0
95757,15023,2214.0,891.0,507100.0
95758,22779,1862.0,703.0,434500.0
95762,15994,2109.0,985.0,699100.0
95765,14379,1954.0,868.0,578900.0
95776,8182,1378.0,628.0,429900.0
95811,4510,1326.0,858.0,510900.0
95814,7513,997.0,759.0,544600.0
95815,10431,1169.0,534.0,247400.0
95816,10993,1351.0,559.0,631100.0
95817,6706,1282.0,536.0,374200.0
95818,11147,1273.0,684.0,660600.0
95819,8678,1778.0,662.0,637200.0
95820,14306,1336.0,414.0,317700.0
95821,16447,1155.0,587.0,374500.0
95822,17457,1315.0,569.0,355400.0
95823,25581,1329.0,513.0,285600.0
95824,9674,1163.0,384.0,243800.0
95825,16781,1278.0,693.0,331300.0
95826,16801,1469.0,528.0,349300.0
95827,7810,1489.0,527.0,328800.0
95828,18565,1478.0,511.0,309800.0
95829,9249,1759.0,659.0,429800.0
95831,19818,1627.0,667.0,485300.0
95832,3264,1586.0,488.0,319400.0
95833,16231,1563.0,613.0,349900.0
95834,12040,1566.0,655.0,415800.0
95835,14831,1935.0,764.0,452000.0
95838,12264,1328.0,538.0,276000.0
95841,8714,1311.0,514.0,308800.0
95842,12279,1368.0,438.0,289300.0
95843,15229,1779.0,584.0,361900.0
95864,10370,1562.0,789.0,643200.0
95912,1484,884.0,526.0,351000.0
95916,800,850.0,340.0,204800.0
95917,1391,1446.0,545.0,275000.0
95920,126,585.0,644.0,269400.0
95922,356,950.0,456.0,266200.0
95926,18881,1218.0,525.0,370500.0
95928,17706,1218.0,539.0,388800.0
95932,3122,925.0,524.0,285200.0
95938,1442,1292.0,727.0,477700.0
95939,288,615.0,408.0,138100.0
95943,324,779.0,454.0,570300.0
95945,13023,1190.0,628.0,391400.0
95946,4292,1874.0,889.0,443600.0
95947,840,719.0,450.0,240100.0
95948,4295,1000.0,504.0,260600.0
95949,8496,1607.0,781.0,448500.0
95951,854,770.0,475.0,240300.0
95953,3453,953.0,476.0,276300.0
95954,4897,1075.0,499.0,194500.0
95955,662,1052.0,416.0,283100.0
95957,331,945.0,482.0,278300.0
95959,8925,1424.0,683.0,519400.0
95961,9982,1124.0,470.0,292400.0
95963,6223,1061.0,413.0,278200.0
95965,8438,951.0,532.0,216400.0
95968,507,943.0,323.0,156800.0
95969,4515,1036.0,577.0,300000.0
95970,233,981.0,774.0,450000.0
95971,2709,1226.0,564.0,266100.0
95973,16115,1289.0,624.0,402600.0
95979,308,681.0,353.0,250000.0
95982,1169,1166.0,537.0,292700.0
95987,2055,1197.0,498.0,310300.0
95988,3242,944.0,549.0,244100.0
95991,15255,1141.0,493.0,297900.0
95993,13044,1284.0,616.0,353700.0
96001,14563,1119.0,582.0,319700.0
96002,13463,1142.0,604.0,280900.0
96003,19944,1261.0,591.0,299600.0
96007,10427,970.0,440.0,235900.0
96009,237,912.0,460.0,277800.0
96013,2065,875.0,464.0,169500.0
96017,192,625.0,533.0,258300.0
96019,4289,1091.0,490.0,219700.0
96020,1959,777.0,508.0,229200.0
96021,6024,963.0,438.0,212900.0
96022,6209,1132.0,485.0,263300.0
96023,572,734.0,359.0,120300.0
96024,498,1083.0,416.0,278800.0
96025,1417,832.0,387.0,232200.0
96027,982,939.0,465.0,240800.0
96032,1277,946.0,399.0,253400.0
96033,201,1167.0,538.0,130000.0
96034,188,936.0,496.0,305300.0
96035,1715,1111.0,397.0,223500.0
96038,303,827.0,334.0,213900.0
96039,588,705.0,324.0,143800.0
96041,1458,627.0,406.0,310100.0
96044,596,829.0,354.0,177100.0
96050,291,810.0,375.0,201200.0
96051,928,1141.0,528.0,269100.0
96052,923,835.0,522.0,282500.0
96055,1828,1198.0,400.0,229300.0
96057,905,1055.0,454.0,237500.0
96062,445,1281.0,558.0,325000.0
96064,2145,827.0,425.0,199100.0
96067,4571,1223.0,580.0,320300.0
96069,534,1300.0,434.0,327000.0
96073,1984,2111.0,766.0,451900.0
96080,12760,1021.0,479.0,250400.0
96084,342,1104.0,405.0,241700.0
96086,195,923.0,308.0,225000.0
96088,2882,964.0,475.0,257200.0
96090,221,1080.0,390.0,197700.0
96091,833,936.0,476.0,321300.0
96093,2023,929.0,407.0,298300.0
96094,3273,814.0,433.0,248600.0
96096,429,1125.0,470.0,332200.0
96097,4561,866.0,477.0,190300.0
96101,2600,756.0,399.0,145900.0
96103,1985,1233.0,495.0,352200.0
96104,466,779.0,480.0,174400.0
96107,381,854.0,540.0,245800.0
96112,150,513.0,313.0,197900.0
96114,1575,1142.0,476.0,295100.0
96118,665,825.0,487.0,215000.0
96120,636,950.0,527.0,375300.0
96122,2427,814.0,338.0,198000.0
96130,6701,933.0,470.0,218100.0
96134,1019,709.0,356.0,130100.0
96140,1701,1807.0,755.0,721200.0
96142,2291,1396.0,592.0,577700.0
96143,2843,1315.0,715.0,542100.0
96145,4840,1473.0,876.0,785700.0
96146,2014,1522.0,920.0,1203900.0
96148,887,954.0,646.0,681100.0
96150,23295,1181.0,667.0,488200.0
96161,17754,1822.0,913.0,653600.0
